"stationID";"security";"dockingCostPerVolume";"maxShipVolumeDockable";"officeRentalCost";"operationID";"stationTypeID";"corporationID";"solarSystemID";"constellationID";"regionID";"stationName";"x";"y";"z";"reprocessingEfficiency";"reprocessingStationsTake";"reprocessingHangarFlag"
"60001030";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000010";"30003470";"20000506";"10000042";"Odebeinn V - Moon 5 - Kaalakiota Corporation Factory";"489.372.426.240,00";"-7.754.342.400,00";"-915.660.595.200,00";"0,50";"0,05";"4"
"60001033";"500";"0,00";"50.000.000,00";"10000";"39";"1531";"1000010";"30003467";"20000506";"10000042";"Frulegur IX - Moon 4 - Kaalakiota Corporation Warehouse";"-1.114.932.142.080,00";"-66.526.863.360,00";"197.319.598.080,00";"0,50";"0,05";"4"
"60001036";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000010";"30003467";"20000506";"10000042";"Frulegur X - Moon 3 - Kaalakiota Corporation Factory";"81.000.652.800,00";"4.832.993.280,00";"1.679.733.596.160,00";"0,50";"0,05";"4"
"60001039";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000010";"30003471";"20000506";"10000042";"Konora VI - Kaalakiota Corporation Factory";"-178.660.024.320,00";"-9.857.310.720,00";"-286.167.244.800,00";"0,50";"0,05";"4"
"60001042";"500";"0,00";"50.000.000,00";"10000";"21";"1531";"1000010";"30003467";"20000506";"10000042";"Frulegur VIII - Moon 4 - Kaalakiota Corporation Warehouse";"529.484.144.640,00";"31.594.045.440,00";"449.505.730.560,00";"0,50";"0,05";"4"
"60001045";"500";"0,00";"50.000.000,00";"10000";"20";"1529";"1000010";"30003469";"20000506";"10000042";"Hodrold VIII - Moon 2 - Kaalakiota Corporation Factory";"547.997.736.960,00";"-94.767.882.240,00";"1.921.152.245.760,00";"0,30";"0,05";"4"
"60001048";"500";"0,00";"50.000.000,00";"10000";"39";"1531";"1000010";"30005294";"20000774";"10000067";"Bania VI - Moon 11 - Kaalakiota Corporation Warehouse";"371.893.493.760,00";"-1.034.280.960,00";"-1.953.754.767.360,00";"0,50";"0,05";"4"
"60001051";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000010";"30005292";"20000774";"10000067";"Agal I - Kaalakiota Corporation Factory";"-56.902.164.480,00";"4.638.105.600,00";"-4.238.499.840,00";"0,50";"0,05";"4"
"60001054";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000010";"30005291";"20000774";"10000067";"Ebasez VIII - Moon 4 - Kaalakiota Corporation Factory";"34.319.032.320,00";"5.046.312.960,00";"2.267.481.907.200,00";"0,50";"0,05";"4"
"60001057";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000010";"30005289";"20000774";"10000067";"Nasreri III - Moon 1 - Kaalakiota Corporation Factory";"-28.771.491.840,00";"-577.413.120,00";"128.972.267.520,00";"0,50";"0,05";"4"
"60001060";"500";"0,00";"50.000.000,00";"10000";"20";"1529";"1000010";"30005290";"20000774";"10000067";"Heorah VII - Moon 2 - Kaalakiota Corporation Factory";"3.982.420.008.960,00";"648.534.712.320,00";"-1.040.543.047.680,00";"0,30";"0,05";"4"
"60001063";"500";"0,00";"50.000.000,00";"10000";"20";"1529";"1000010";"30005290";"20000774";"10000067";"Heorah VII - Kaalakiota Corporation Factory";"3.971.361.054.720,00";"646.729.113.600,00";"-1.043.534.684.160,00";"0,30";"0,05";"4"
"60001066";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000010";"30001646";"20000243";"10000020";"Goram V - Moon 3 - Kaalakiota Corporation Factory";"-176.480.624.640,00";"-26.519.838.720,00";"339.434.741.760,00";"0,50";"0,05";"4"
"60001069";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000010";"30001645";"20000243";"10000020";"Tendhyes VIII - Kaalakiota Corporation Factory";"-509.238.190.080,00";"92.290.375.680,00";"-230.248.734.720,00";"0,50";"0,05";"4"
"60001072";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000010";"30001649";"20000243";"10000020";"Ahrosseas VI - Moon 10 - Kaalakiota Corporation Factory";"104.547.409.920,00";"-1.397.760.000,00";"-759.653.130.240,00";"0,50";"0,05";"4"
"60001075";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000010";"30001646";"20000243";"10000020";"Goram VIII - Moon 4 - Kaalakiota Corporation Factory";"1.703.012.720.640,00";"255.912.960.000,00";"352.883.466.240,00";"0,50";"0,05";"4"
"60001078";"500";"0,00";"50.000.000,00";"10000";"20";"1529";"1000010";"30001644";"20000243";"10000020";"Tividu IV - Moon 3 - Kaalakiota Corporation Factory";"-468.714.332.160,00";"2.647.941.120,00";"249.839.984.640,00";"0,30";"0,05";"4"
"60001081";"500";"0,00";"50.000.000,00";"10000";"20";"1529";"1000010";"30001644";"20000243";"10000020";"Tividu III - Kaalakiota Corporation Factory";"-79.061.852.160,00";"446.177.280,00";"-234.008.125.440,00";"0,30";"0,05";"4"
"60001084";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000010";"30001669";"20000247";"10000020";"Pimebeka X - Kaalakiota Corporation Factory";"1.018.699.898.880,00";"-191.997.911.040,00";"-4.738.944.983.040,00";"0,50";"0,05";"4"
"60001087";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000010";"30001670";"20000247";"10000020";"Baviasi X - Moon 2 - Kaalakiota Corporation Factory";"-2.190.754.897.920,00";"434.019.655.680,00";"-588.091.760.640,00";"0,50";"0,05";"4"
"60001090";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000010";"30001670";"20000247";"10000020";"Baviasi VI - Moon 3 - Kaalakiota Corporation Factory";"689.096.417.280,00";"-136.519.311.360,00";"14.953.635.840,00";"0,50";"0,05";"4"
"60001093";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000010";"30001674";"20000247";"10000020";"Hilaban III - Moon 3 - Kaalakiota Corporation Factory";"-195.924.664.320,00";"36.502.364.160,00";"-1.291.402.567.680,00";"0,50";"0,05";"4"
"60001096";"500";"0,00";"50.000.000,00";"10000";"20";"1529";"1000010";"30001671";"20000247";"10000020";"Tash-Murkon Prime II - Moon 1 - Kaalakiota Corporation Factory";"19.318.579.200,00";"1.905.500.160,00";"108.134.277.120,00";"0,30";"0,05";"4"
"60001099";"500";"0,00";"50.000.000,00";"10000";"20";"1529";"1000010";"30001670";"20000247";"10000020";"Baviasi II - Kaalakiota Corporation Factory";"-88.520.663.040,00";"17.537.064.960,00";"73.005.588.480,00";"0,30";"0,05";"4"
"60001102";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000010";"30002532";"20000371";"10000030";"Tongofur VII - Kaalakiota Corporation Factory";"33.981.112.320,00";"-6.032.056.320,00";"-404.037.672.960,00";"0,50";"0,05";"4"
"60001105";"500";"0,00";"50.000.000,00";"10000";"39";"1531";"1000010";"30002532";"20000371";"10000030";"Tongofur VIII - Kaalakiota Corporation Warehouse";"-408.160.788.480,00";"72.421.908.480,00";"250.716.119.040,00";"0,50";"0,05";"4"
"60001108";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000010";"30002531";"20000371";"10000030";"Gerek IV - Moon 8 - Kaalakiota Corporation Factory";"-561.469.808.640,00";"-49.792.081.920,00";"-287.377.612.800,00";"0,50";"0,05";"4"
"60001111";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000010";"30002535";"20000371";"10000030";"Ebasgerdur V - Moon 11 - Kaalakiota Corporation Factory";"1.060.303.626.240,00";"-37.294.202.880,00";"-4.660.961.280,00";"0,50";"0,05";"4"
"60001114";"500";"0,00";"50.000.000,00";"10000";"19";"54";"1000010";"30002536";"20000371";"10000030";"Ebodold X - Moon 17 - Kaalakiota Corporation Research Center";"-2.853.816.115.200,00";"-391.939.891.200,00";"827.495.915.520,00";"0,25";"0,05";"4"
"60001117";"500";"0,00";"50.000.000,00";"10000";"20";"1529";"1000010";"30002534";"20000371";"10000030";"Rokofur IX - Kaalakiota Corporation Factory";"-1.273.428.418.560,00";"-231.932.436.480,00";"-2.460.578.734.080,00";"0,30";"0,05";"4"
"60001120";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000010";"30004283";"20000626";"10000054";"Shafrak VIII - Moon 13 - Kaalakiota Corporation Factory";"-579.962.265.600,00";"-117.225.185.280,00";"1.495.640.924.160,00";"0,50";"0,05";"4"
"60001123";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000010";"30004280";"20000626";"10000054";"Nalnifan II - Moon 8 - Kaalakiota Corporation Factory";"66.609.930.240,00";"-6.158.868.480,00";"254.419.968.000,00";"0,50";"0,05";"4"
"60001126";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000010";"30004282";"20000626";"10000054";"Getrenjesa IX - Moon 1 - Kaalakiota Corporation Factory";"371.957.760,00";"34.775.040,00";"2.272.017.899.520,00";"0,50";"0,05";"4"
"60001129";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000010";"30004280";"20000626";"10000054";"Nalnifan VI - Moon 20 - Kaalakiota Corporation Factory";"3.232.041.738.240,00";"-298.838.384.640,00";"724.534.026.240,00";"0,50";"0,05";"4"
"60001132";"500";"0,00";"50.000.000,00";"10000";"20";"1529";"1000010";"30004281";"20000626";"10000054";"Jerhesh VI - Moon 11 - Kaalakiota Corporation Factory";"245.104.435.200,00";"-16.352.993.280,00";"665.592.913.920,00";"0,30";"0,05";"4"
"60001135";"500";"0,00";"50.000.000,00";"10000";"20";"1529";"1000010";"30004284";"20000626";"10000054";"Defsunun IX - Moon 18 - Kaalakiota Corporation Factory";"-250.351.656.960,00";"43.342.110.720,00";"1.297.729.658.880,00";"0,30";"0,05";"4"
"60001138";"500";"0,00";"50.000.000,00";"10000";"39";"1531";"1000010";"30002067";"20000304";"10000042";"Brin VI - Moon 14 - Kaalakiota Corporation Warehouse";"526.131.732.480,00";"68.034.355.200,00";"-355.423.395.840,00";"0,50";"0,05";"4"
"60001141";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000010";"30002060";"20000304";"10000042";"Evati X - Moon 2 - Kaalakiota Corporation Factory";"-5.382.341.222.400,00";"-918.356.336.640,00";"-2.528.816.209.920,00";"0,50";"0,05";"4"
"60001144";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000010";"30002065";"20000304";"10000042";"Lasleinur IV - Moon 11 - Kaalakiota Corporation Factory";"9.708.625.920,00";"733.716.480,00";"-559.562.219.520,00";"0,50";"0,05";"4"
"60001147";"500";"0,00";"50.000.000,00";"10000";"39";"1531";"1000010";"30002060";"20000304";"10000042";"Evati VII - Moon 1 - Kaalakiota Corporation Warehouse";"404.172.103.680,00";"68.961.361.920,00";"590.282.956.800,00";"0,50";"0,05";"4"
"60001150";"500";"0,00";"50.000.000,00";"10000";"21";"1531";"1000010";"30002060";"20000304";"10000042";"Evati IX - Moon 4 - Kaalakiota Corporation Warehouse";"-1.462.823.608.320,00";"-249.592.995.840,00";"-1.353.987.072.000,00";"0,50";"0,05";"4"
"60001153";"500";"0,00";"50.000.000,00";"10000";"20";"1529";"1000010";"30002065";"20000304";"10000042";"Lasleinur VI - Moon 15 - Kaalakiota Corporation Factory";"-4.118.801.326.080,00";"-312.208.711.680,00";"-1.315.029.934.080,00";"0,30";"0,05";"4"
"60001156";"500";"0,00";"50.000.000,00";"10000";"39";"1531";"1000010";"30004092";"20000598";"10000052";"Murini II - Moon 6 - Kaalakiota Corporation Warehouse";"655.783.403.520,00";"79.581.880.320,00";"-392.803.983.360,00";"0,50";"0,05";"4"
"60001159";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000010";"30004096";"20000598";"10000052";"Khafis X - Moon 2 - Kaalakiota Corporation Factory";"5.042.686.402.560,00";"-112.923.402.240,00";"-1.511.162.634.240,00";"0,50";"0,05";"4"
"60001162";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000010";"30004093";"20000598";"10000052";"Askonak IV - Moon 15 - Kaalakiota Corporation Factory";"-545.671.618.560,00";"-27.121.950.720,00";"1.368.649.359.360,00";"0,50";"0,05";"4"
"60001165";"500";"0,00";"50.000.000,00";"10000";"39";"1531";"1000010";"30004097";"20000598";"10000052";"Dantan VI - Moon 3 - Kaalakiota Corporation Warehouse";"144.544.112.640,00";"14.813.061.120,00";"-269.975.592.960,00";"0,50";"0,05";"4"
"60001168";"500";"0,00";"50.000.000,00";"10000";"20";"1529";"1000010";"30004095";"20000598";"10000052";"Kador Prime IX - Moon 2 - Kaalakiota Corporation Factory";"851.556.311.040,00";"-109.295.001.600,00";"1.701.092.843.520,00";"0,30";"0,05";"4"
"60001171";"500";"0,00";"50.000.000,00";"10000";"21";"1531";"1000010";"30004096";"20000598";"10000052";"Khafis IX - Moon 7 - Kaalakiota Corporation Warehouse";"2.443.291.238.400,00";"-54.715.146.240,00";"1.218.274.713.600,00";"0,50";"0,05";"4"
"60001174";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000010";"30002973";"20000435";"10000036";"Lisudeh VI - Moon 2 - Kaalakiota Corporation Factory";"-1.398.181.601.280,00";"281.811.886.080,00";"-2.160.779.059.200,00";"0,50";"0,05";"4"
"60001177";"500";"0,00";"50.000.000,00";"10000";"39";"1531";"1000010";"30002973";"20000435";"10000036";"Lisudeh V - Moon 16 - Kaalakiota Corporation Warehouse";"614.712.729.600,00";"-123.900.764.160,00";"-947.814.850.560,00";"0,50";"0,05";"4"
"60001180";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000010";"30002970";"20000435";"10000036";"Ohide VIII - Moon 6 - Kaalakiota Corporation Factory";"1.413.511.864.320,00";"167.311.319.040,00";"-697.601.925.120,00";"0,50";"0,05";"4"
"60001183";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000010";"30002973";"20000435";"10000036";"Lisudeh V - Moon 10 - Kaalakiota Corporation Factory";"589.902.028.800,00";"-118.899.302.400,00";"-940.153.774.080,00";"0,50";"0,05";"4"
"60001186";"500";"0,00";"50.000.000,00";"10000";"21";"1531";"1000010";"30002970";"20000435";"10000036";"Ohide VI - Moon 2 - Kaalakiota Corporation Warehouse";"616.250.695.680,00";"72.942.428.160,00";"-275.789.291.520,00";"0,50";"0,05";"4"
"60001189";"500";"0,00";"50.000.000,00";"10000";"19";"54";"1000010";"30002969";"20000435";"10000036";"Eredan I - Kaalakiota Corporation Research Center";"-37.914.009.600,00";"-4.626.800.640,00";"109.980.426.240,00";"0,25";"0,05";"4"
"60001192";"500";"0,00";"50.000.000,00";"10000";"39";"1531";"1000010";"30002790";"20000409";"10000033";"Waskisen IX - Moon 11 - Kaalakiota Corporation Warehouse";"-396.974.776.320,00";"17.295.237.120,00";"-2.661.180.579.840,00";"0,50";"0,05";"4"
"60001195";"500";"0,00";"50.000.000,00";"10000";"39";"1531";"1000010";"30002791";"20000409";"10000033";"Sirppala I - Moon 1 - Kaalakiota Corporation Warehouse";"-25.590.128.640,00";"-39.936.000,00";"59.722.752.000,00";"0,50";"0,05";"4"
"60001198";"500";"0,00";"50.000.000,00";"10000";"39";"1531";"1000010";"30002792";"20000409";"10000033";"Irjunen IV - Kaalakiota Corporation Warehouse";"-235.654.471.680,00";"-16.450.560.000,00";"-35.197.378.560,00";"0,50";"0,05";"4"
"60001201";"500";"0,00";"50.000.000,00";"10000";"39";"1531";"1000010";"30002791";"20000409";"10000033";"Sirppala IV - Moon 16 - Kaalakiota Corporation Warehouse";"-1.517.438.115.840,00";"-2.372.444.160,00";"1.037.517.496.320,00";"0,50";"0,05";"4"
"60001204";"500";"0,00";"50.000.000,00";"10000";"20";"1529";"1000010";"30002791";"20000409";"10000033";"Sirppala II - Moon 3 - Kaalakiota Corporation Factory";"317.269.370.880,00";"495.360.000,00";"-63.472.834.560,00";"0,30";"0,05";"4"
"60001207";"500";"0,00";"50.000.000,00";"10000";"20";"1529";"1000010";"30002790";"20000409";"10000033";"Waskisen I - Moon 2 - Kaalakiota Corporation Factory";"54.195.609.600,00";"-2.361.630.720,00";"-20.755.046.400,00";"0,30";"0,05";"4"
"60001210";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000010";"30002673";"20000391";"10000032";"Estene VI - Moon 17 - Kaalakiota Corporation Factory";"294.016.081.920,00";"-43.115.274.240,00";"-1.335.224.033.280,00";"0,50";"0,05";"4"
"60001213";"500";"0,00";"50.000.000,00";"10000";"39";"1531";"1000010";"30002671";"20000391";"10000032";"Nausschie IX - Kaalakiota Corporation Warehouse";"-354.608.947.200,00";"21.882.347.520,00";"362.755.645.440,00";"0,50";"0,05";"4"
"60001216";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000010";"30002670";"20000391";"10000032";"Dunraelare VIII - Moon 14 - Kaalakiota Corporation Factory";"-122.027.827.200,00";"-12.419.112.960,00";"-1.944.475.115.520,00";"0,50";"0,05";"4"
"60001219";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000010";"30002672";"20000391";"10000032";"Inghenges IV - Moon 5 - Kaalakiota Corporation Factory";"647.810.211.840,00";"-114.855.567.360,00";"-364.930.867.200,00";"0,50";"0,05";"4"
"60001222";"500";"0,00";"50.000.000,00";"10000";"20";"1529";"1000010";"30002670";"20000391";"10000032";"Dunraelare VIII - Moon 15 - Kaalakiota Corporation Factory";"-125.223.444.480,00";"-12.750.151.680,00";"-1.934.444.175.360,00";"0,30";"0,05";"4"
"60001225";"500";"0,00";"50.000.000,00";"10000";"20";"1529";"1000010";"30002671";"20000391";"10000032";"Nausschie VI - Kaalakiota Corporation Factory";"-301.398.712.320,00";"18.608.824.320,00";"-18.690.170.880,00";"0,30";"0,05";"4"
"60001228";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000010";"30004104";"20000600";"10000052";"Ansasos VII - Moon 4 - Kaalakiota Corporation Factory";"-619.761.131.520,00";"-14.391.336.960,00";"148.918.640.640,00";"0,50";"0,05";"4"
"60001231";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000010";"30004106";"20000600";"10000052";"Bordan VIII - Moon 3 - Kaalakiota Corporation Factory";"-1.509.067.038.720,00";"120.013.824.000,00";"-2.847.951.298.560,00";"0,50";"0,05";"4"
"60001234";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000010";"30004104";"20000600";"10000052";"Ansasos IX - Moon 1 - Kaalakiota Corporation Factory";"1.769.389.793.280,00";"41.084.313.600,00";"-1.161.055.641.600,00";"0,50";"0,05";"4"
"60001237";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000010";"30004106";"20000600";"10000052";"Bordan V - Moon 2 - Kaalakiota Corporation Factory";"306.450.554.880,00";"-24.371.404.800,00";"-286.382.776.320,00";"0,50";"0,05";"4"
"60001240";"500";"0,00";"50.000.000,00";"10000";"20";"1529";"1000010";"30004104";"20000600";"10000052";"Ansasos III - Kaalakiota Corporation Factory";"7.100.129.280,00";"168.960.000,00";"-158.607.482.880,00";"0,30";"0,05";"4"
"60001243";"500";"0,00";"50.000.000,00";"10000";"20";"1529";"1000010";"30004106";"20000600";"10000052";"Bordan IV - Moon 1 - Kaalakiota Corporation Factory";"75.489.239.040,00";"-6.003.548.160,00";"226.535.546.880,00";"0,30";"0,05";"4"
"60001246";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000011";"30001356";"20000198";"10000016";"Dantumi IV - Moon 14 - Wiyrkomi Corporation Factory";"-391.372.185.600,00";"-46.355.619.840,00";"68.502.773.760,00";"0,50";"0,05";"4"
"60001249";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000011";"30001357";"20000198";"10000016";"Antiainen III - Moon 1 - Wiyrkomi Corporation Factory";"249.916.907.520,00";"12.783.329.280,00";"-255.483.125.760,00";"0,50";"0,05";"4"
"60001252";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000011";"30001356";"20000198";"10000016";"Dantumi VI - Moon 3 - Wiyrkomi Corporation Factory";"-1.104.926.269.440,00";"-130.870.763.520,00";"-4.202.605.486.080,00";"0,50";"0,05";"4"
"60001255";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000011";"30001356";"20000198";"10000016";"Dantumi IV - Moon 12 - Wiyrkomi Corporation Factory";"-390.187.868.160,00";"-46.214.799.360,00";"68.815.626.240,00";"0,50";"0,05";"4"
"60001258";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000011";"30002680";"20000392";"10000032";"Augnais X - Moon 1 - Wiyrkomi Corporation Factory";"3.993.707.520.000,00";"209.745.960.960,00";"1.531.587.010.560,00";"0,50";"0,05";"4"
"60001261";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000011";"30002677";"20000392";"10000032";"Fluekele IV - Moon 10 - Wiyrkomi Corporation Factory";"-505.537.044.480,00";"-15.555.993.600,00";"222.821.376.000,00";"0,50";"0,05";"4"
"60001264";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000011";"30002676";"20000392";"10000032";"Parchanier VI - Moon 16 - Wiyrkomi Corporation Factory";"503.158.824.960,00";"-12.364.308.480,00";"-1.042.336.358.400,00";"0,50";"0,05";"4"
"60001267";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000011";"30002679";"20000392";"10000032";"Jolia VII - Moon 12 - Wiyrkomi Corporation Factory";"-135.164.682.240,00";"-5.006.991.360,00";"-1.691.507.957.760,00";"0,50";"0,05";"4"
"60001270";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000011";"30003428";"20000500";"10000042";"Hilfhurmur X - Wiyrkomi Corporation Factory";"-834.214.748.160,00";"143.605.800.960,00";"-3.571.783.557.120,00";"0,50";"0,05";"4"
"60001273";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000011";"30003430";"20000500";"10000042";"Oppold VI - Moon 11 - Wiyrkomi Corporation Factory";"764.732.989.440,00";"86.634.700.800,00";"25.694.576.640,00";"0,50";"0,05";"4"
"60001276";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000011";"30003430";"20000500";"10000042";"Oppold V - Wiyrkomi Corporation Factory";"295.288.135.680,00";"33.468.456.960,00";"1.461.411.840,00";"0,50";"0,05";"4"
"60001279";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000011";"30003429";"20000500";"10000042";"Geffur VIII - Moon 13 - Wiyrkomi Corporation Factory";"-377.148.825.600,00";"-34.512.445.440,00";"-1.302.189.465.600,00";"0,50";"0,05";"4"
"60001282";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000011";"30003092";"20000452";"10000038";"Komaa VII - Moon 1 - Wiyrkomi Corporation Factory";"-1.545.376.358.400,00";"175.677.972.480,00";"3.373.989.027.840,00";"0,50";"0,05";"4"
"60001285";"500";"0,00";"50.000.000,00";"10000";"39";"1531";"1000011";"30003094";"20000452";"10000038";"Imata VII - Wiyrkomi Corporation Warehouse";"-765.183.713.280,00";"106.408.058.880,00";"1.054.025.932.800,00";"0,50";"0,05";"4"
"60001288";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000011";"30003092";"20000452";"10000038";"Komaa III - Moon 1 - Wiyrkomi Corporation Factory";"82.051.522.560,00";"-9.327.697.920,00";"28.988.497.920,00";"0,50";"0,05";"4"
"60001291";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000011";"30003092";"20000452";"10000038";"Komaa VII - Moon 6 - Wiyrkomi Corporation Factory";"-1.544.981.667.840,00";"175.632.752.640,00";"3.373.619.896.320,00";"0,50";"0,05";"4"
"60001294";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000011";"30004254";"20000623";"10000054";"Fihrneh VI - Moon 8 - Wiyrkomi Corporation Factory";"-1.028.642.611.200,00";"-61.258.506.240,00";"2.196.282.040.320,00";"0,50";"0,05";"4"
"60001297";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000011";"30004254";"20000623";"10000054";"Fihrneh V - Moon 4 - Wiyrkomi Corporation Factory";"-546.586.337.280,00";"-32.550.789.120,00";"878.245.355.520,00";"0,50";"0,05";"4"
"60001300";"500";"0,00";"50.000.000,00";"10000";"39";"1531";"1000011";"30004254";"20000623";"10000054";"Fihrneh VI - Moon 14 - Wiyrkomi Corporation Warehouse";"-1.026.934.087.680,00";"-61.155.778.560,00";"2.190.577.704.960,00";"0,50";"0,05";"4"
"60001303";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000011";"30004254";"20000623";"10000054";"Fihrneh IV - Moon 8 - Wiyrkomi Corporation Factory";"-255.234.170.880,00";"-15.199.395.840,00";"-275.233.873.920,00";"0,50";"0,05";"4"
"60001306";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000011";"30002780";"20000407";"10000033";"Muvolailen X - Moon 7 - Wiyrkomi Corporation Factory";"1.724.472.729.600,00";"256.532.029.440,00";"62.134.149.120,00";"0,50";"0,05";"4"
"60001309";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000011";"30002776";"20000407";"10000033";"Annaro VI - Moon 2 - Wiyrkomi Corporation Factory";"182.438.338.560,00";"26.625.269.760,00";"282.079.027.200,00";"0,50";"0,05";"4"
"60001312";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000011";"30002776";"20000407";"10000033";"Annaro VIII - Wiyrkomi Corporation Factory";"634.218.209.280,00";"92.572.508.160,00";"730.831.134.720,00";"0,50";"0,05";"4"
"60001315";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000011";"30002776";"20000407";"10000033";"Annaro IV - Wiyrkomi Corporation Factory";"-169.194.823.680,00";"-24.692.858.880,00";"-110.700.257.280,00";"0,50";"0,05";"4"
"60001318";"500";"0,00";"50.000.000,00";"10000";"39";"1531";"1000011";"30002670";"20000391";"10000032";"Dunraelare VIII - Moon 7 - Wiyrkomi Corporation Warehouse";"-121.439.723.520,00";"-12.363.079.680,00";"-1.940.754.800.640,00";"0,50";"0,05";"4"
"60001321";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000011";"30002671";"20000391";"10000032";"Nausschie IX - Moon 2 - Wiyrkomi Corporation Factory";"-355.382.108.160,00";"21.938.380.800,00";"363.641.856.000,00";"0,50";"0,05";"4"
"60001324";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000011";"30002672";"20000391";"10000032";"Inghenges IV - Moon 17 - Wiyrkomi Corporation Factory";"647.812.669.440,00";"-114.855.075.840,00";"-367.340.544.000,00";"0,50";"0,05";"4"
"60001327";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000011";"30002671";"20000391";"10000032";"Nausschie XI - Moon 10 - Wiyrkomi Corporation Factory";"1.543.353.753.600,00";"-95.271.444.480,00";"564.948.787.200,00";"0,50";"0,05";"4"
"60001330";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000011";"30005244";"20000767";"10000067";"Gergish IX - Moon 10 - Wiyrkomi Corporation Factory";"-1.126.353.838.080,00";"-87.514.275.840,00";"-315.552.768.000,00";"0,50";"0,05";"4"
"60001333";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000011";"30005247";"20000767";"10000067";"Kobam VIII - Moon 2 - Wiyrkomi Corporation Factory";"191.148.318.720,00";"38.231.285.760,00";"-680.855.592.960,00";"0,50";"0,05";"4"
"60001336";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000011";"30005245";"20000767";"10000067";"Tahli III - Moon 5 - Wiyrkomi Corporation Factory";"-711.262.740.480,00";"102.780.887.040,00";"972.456.960.000,00";"0,50";"0,05";"4"
"60001339";"500";"0,00";"50.000.000,00";"10000";"38";"4024";"1000011";"30005248";"20000767";"10000067";"Hirizan VIII - Wiyrkomi Corporation Factory";"-660.530.012.160,00";"115.247.308.800,00";"-1.309.615.595.520,00";"0,50";"0,05";"4"
