"fromRegionID";"fromConstellationID";"fromSolarSystemID";"toSolarSystemID";"toConstellationID";"toRegionID"
"10.000.006";"20.000.077";"30.000.536";"30.000.557";"20.000.080";"10.000.006"
"10.000.006";"20.000.077";"30.000.537";"30.000.532";"20.000.077";"10.000.006"
"10.000.006";"20.000.077";"30.000.537";"30.000.596";"20.000.086";"10.000.006"
"10.000.006";"20.000.077";"30.000.538";"30.000.534";"20.000.077";"10.000.006"
"10.000.006";"20.000.078";"30.000.539";"30.000.542";"20.000.078";"10.000.006"
"10.000.006";"20.000.078";"30.000.540";"30.000.543";"20.000.078";"10.000.006"
"10.000.006";"20.000.078";"30.000.540";"30.000.544";"20.000.078";"10.000.006"
"10.000.006";"20.000.078";"30.000.540";"30.000.773";"20.000.113";"10.000.009"
"10.000.006";"20.000.078";"30.000.541";"30.000.545";"20.000.078";"10.000.006"
"10.000.006";"20.000.078";"30.000.542";"30.000.539";"20.000.078";"10.000.006"
"10.000.006";"20.000.078";"30.000.542";"30.000.543";"20.000.078";"10.000.006"
"10.000.006";"20.000.078";"30.000.542";"30.000.773";"20.000.113";"10.000.009"
"10.000.006";"20.000.078";"30.000.543";"30.000.540";"20.000.078";"10.000.006"
"10.000.006";"20.000.078";"30.000.543";"30.000.542";"20.000.078";"10.000.006"
"10.000.006";"20.000.078";"30.000.543";"30.000.763";"20.000.111";"10.000.009"
"10.000.006";"20.000.078";"30.000.544";"30.000.455";"20.000.066";"10.000.005"
"10.000.006";"20.000.078";"30.000.544";"30.000.529";"20.000.077";"10.000.006"
"10.000.006";"20.000.078";"30.000.544";"30.000.540";"20.000.078";"10.000.006"
"10.000.006";"20.000.078";"30.000.544";"30.000.545";"20.000.078";"10.000.006"
"10.000.006";"20.000.078";"30.000.545";"30.000.541";"20.000.078";"10.000.006"
"10.000.006";"20.000.078";"30.000.545";"30.000.544";"20.000.078";"10.000.006"
"10.000.006";"20.000.079";"30.000.546";"30.000.547";"20.000.079";"10.000.006"
"10.000.006";"20.000.079";"30.000.546";"30.000.548";"20.000.079";"10.000.006"
"10.000.006";"20.000.079";"30.000.546";"30.000.549";"20.000.079";"10.000.006"
"10.000.006";"20.000.079";"30.000.546";"30.000.558";"20.000.081";"10.000.006"
"10.000.006";"20.000.079";"30.000.547";"30.000.546";"20.000.079";"10.000.006"
"10.000.006";"20.000.079";"30.000.547";"30.000.549";"20.000.079";"10.000.006"
"10.000.006";"20.000.079";"30.000.547";"30.000.600";"20.000.087";"10.000.006"
"10.000.006";"20.000.079";"30.000.548";"30.000.546";"20.000.079";"10.000.006"
"10.000.006";"20.000.079";"30.000.548";"30.000.550";"20.000.079";"10.000.006"
"10.000.006";"20.000.079";"30.000.549";"30.000.546";"20.000.079";"10.000.006"
"10.000.006";"20.000.079";"30.000.549";"30.000.547";"20.000.079";"10.000.006"
"10.000.006";"20.000.079";"30.000.549";"30.000.551";"20.000.079";"10.000.006"
"10.000.006";"20.000.079";"30.000.550";"30.000.548";"20.000.079";"10.000.006"
"10.000.006";"20.000.079";"30.000.550";"30.000.551";"20.000.079";"10.000.006"
"10.000.006";"20.000.079";"30.000.551";"30.000.549";"20.000.079";"10.000.006"
"10.000.006";"20.000.079";"30.000.551";"30.000.550";"20.000.079";"10.000.006"
"10.000.006";"20.000.080";"30.000.552";"30.000.554";"20.000.080";"10.000.006"
"10.000.006";"20.000.080";"30.000.552";"30.000.555";"20.000.080";"10.000.006"
"10.000.006";"20.000.080";"30.000.552";"30.000.557";"20.000.080";"10.000.006"
"10.000.006";"20.000.080";"30.000.552";"30.000.774";"20.000.113";"10.000.009"
"10.000.006";"20.000.080";"30.000.553";"30.000.554";"20.000.080";"10.000.006"
"10.000.006";"20.000.080";"30.000.553";"30.000.562";"20.000.081";"10.000.006"
"10.000.006";"20.000.080";"30.000.554";"30.000.552";"20.000.080";"10.000.006"
"10.000.006";"20.000.080";"30.000.554";"30.000.553";"20.000.080";"10.000.006"
"10.000.006";"20.000.080";"30.000.554";"30.000.610";"20.000.088";"10.000.006"
"10.000.006";"20.000.080";"30.000.554";"30.000.680";"20.000.099";"10.000.008"
"10.000.006";"20.000.080";"30.000.554";"30.000.681";"20.000.099";"10.000.008"
"10.000.006";"20.000.080";"30.000.555";"30.000.552";"20.000.080";"10.000.006"
"10.000.006";"20.000.080";"30.000.555";"30.000.556";"20.000.080";"10.000.006"
"10.000.006";"20.000.080";"30.000.556";"30.000.555";"20.000.080";"10.000.006"
"10.000.006";"20.000.080";"30.000.556";"30.000.594";"20.000.086";"10.000.006"
"10.000.006";"20.000.080";"30.000.557";"30.000.529";"20.000.077";"10.000.006"
"10.000.006";"20.000.080";"30.000.557";"30.000.535";"20.000.077";"10.000.006"
"10.000.006";"20.000.080";"30.000.557";"30.000.536";"20.000.077";"10.000.006"
"10.000.006";"20.000.080";"30.000.557";"30.000.552";"20.000.080";"10.000.006"
"10.000.006";"20.000.081";"30.000.558";"30.000.546";"20.000.079";"10.000.006"
"10.000.006";"20.000.081";"30.000.558";"30.000.560";"20.000.081";"10.000.006"
"10.000.006";"20.000.081";"30.000.558";"30.000.588";"20.000.085";"10.000.006"
"10.000.006";"20.000.081";"30.000.559";"30.000.562";"20.000.081";"10.000.006"
"10.000.006";"20.000.081";"30.000.559";"30.000.593";"20.000.086";"10.000.006"
"10.000.006";"20.000.081";"30.000.560";"30.000.558";"20.000.081";"10.000.006"
"10.000.006";"20.000.081";"30.000.560";"30.000.562";"20.000.081";"10.000.006"
"10.000.006";"20.000.081";"30.000.561";"30.000.562";"20.000.081";"10.000.006"
"10.000.006";"20.000.081";"30.000.561";"30.000.563";"20.000.081";"10.000.006"
"10.000.006";"20.000.081";"30.000.562";"30.000.553";"20.000.080";"10.000.006"
"10.000.006";"20.000.081";"30.000.562";"30.000.559";"20.000.081";"10.000.006"
"10.000.006";"20.000.081";"30.000.562";"30.000.560";"20.000.081";"10.000.006"
"10.000.006";"20.000.081";"30.000.562";"30.000.561";"20.000.081";"10.000.006"
"10.000.006";"20.000.081";"30.000.563";"30.000.561";"20.000.081";"10.000.006"
"10.000.006";"20.000.081";"30.000.563";"30.000.564";"20.000.081";"10.000.006"
"10.000.006";"20.000.081";"30.000.563";"30.000.679";"20.000.099";"10.000.008"
"10.000.006";"20.000.081";"30.000.564";"30.000.563";"20.000.081";"10.000.006"
"10.000.006";"20.000.082";"30.000.565";"30.000.566";"20.000.082";"10.000.006"
"10.000.006";"20.000.082";"30.000.565";"30.000.568";"20.000.082";"10.000.006"
"10.000.006";"20.000.082";"30.000.565";"30.000.569";"20.000.082";"10.000.006"
"10.000.006";"20.000.082";"30.000.565";"30.000.570";"20.000.082";"10.000.006"
"10.000.006";"20.000.082";"30.000.566";"30.000.565";"20.000.082";"10.000.006"
"10.000.006";"20.000.082";"30.000.566";"30.000.568";"20.000.082";"10.000.006"
"10.000.006";"20.000.082";"30.000.566";"30.000.570";"20.000.082";"10.000.006"
"10.000.006";"20.000.082";"30.000.566";"30.000.605";"20.000.088";"10.000.006"
"10.000.006";"20.000.082";"30.000.567";"30.000.568";"20.000.082";"10.000.006"
"10.000.006";"20.000.082";"30.000.567";"30.000.569";"20.000.082";"10.000.006"
"10.000.006";"20.000.082";"30.000.567";"30.000.571";"20.000.082";"10.000.006"
"10.000.006";"20.000.082";"30.000.568";"30.000.565";"20.000.082";"10.000.006"
"10.000.006";"20.000.082";"30.000.568";"30.000.566";"20.000.082";"10.000.006"
"10.000.006";"20.000.082";"30.000.568";"30.000.567";"20.000.082";"10.000.006"
"10.000.006";"20.000.082";"30.000.568";"30.000.569";"20.000.082";"10.000.006"
"10.000.006";"20.000.082";"30.000.568";"30.000.570";"20.000.082";"10.000.006"
"10.000.006";"20.000.082";"30.000.568";"30.000.664";"20.000.096";"10.000.008"
"10.000.006";"20.000.082";"30.000.569";"30.000.565";"20.000.082";"10.000.006"
"10.000.006";"20.000.082";"30.000.569";"30.000.567";"20.000.082";"10.000.006"
"10.000.006";"20.000.082";"30.000.569";"30.000.568";"20.000.082";"10.000.006"
"10.000.006";"20.000.082";"30.000.569";"30.000.571";"20.000.082";"10.000.006"
"10.000.006";"20.000.082";"30.000.570";"30.000.565";"20.000.082";"10.000.006"
"10.000.006";"20.000.082";"30.000.570";"30.000.566";"20.000.082";"10.000.006"
"10.000.006";"20.000.082";"30.000.570";"30.000.568";"20.000.082";"10.000.006"
"10.000.006";"20.000.082";"30.000.570";"30.000.730";"20.000.107";"10.000.008"
"10.000.006";"20.000.082";"30.000.571";"30.000.567";"20.000.082";"10.000.006"
"10.000.006";"20.000.082";"30.000.571";"30.000.569";"20.000.082";"10.000.006"
"10.000.006";"20.000.083";"30.000.572";"30.000.573";"20.000.083";"10.000.006"
"10.000.006";"20.000.083";"30.000.572";"30.000.575";"20.000.083";"10.000.006"
"10.000.006";"20.000.083";"30.000.572";"30.000.576";"20.000.083";"10.000.006"
"10.000.006";"20.000.083";"30.000.572";"30.000.579";"20.000.084";"10.000.006"
"10.000.006";"20.000.083";"30.000.573";"30.000.572";"20.000.083";"10.000.006"
"10.000.006";"20.000.083";"30.000.573";"30.000.574";"20.000.083";"10.000.006"
"10.000.006";"20.000.083";"30.000.573";"30.000.576";"20.000.083";"10.000.006"
"10.000.006";"20.000.083";"30.000.574";"30.000.573";"20.000.083";"10.000.006"
"10.000.006";"20.000.083";"30.000.575";"30.000.572";"20.000.083";"10.000.006"
"10.000.006";"20.000.083";"30.000.575";"30.000.576";"20.000.083";"10.000.006"
"10.000.006";"20.000.083";"30.000.575";"30.000.577";"20.000.083";"10.000.006"
"10.000.006";"20.000.083";"30.000.576";"30.000.572";"20.000.083";"10.000.006"
"10.000.006";"20.000.083";"30.000.576";"30.000.573";"20.000.083";"10.000.006"
"10.000.006";"20.000.083";"30.000.576";"30.000.575";"20.000.083";"10.000.006"
"10.000.006";"20.000.083";"30.000.577";"30.000.575";"20.000.083";"10.000.006"
"10.000.006";"20.000.084";"30.000.578";"30.000.580";"20.000.084";"10.000.006"
"10.000.006";"20.000.084";"30.000.579";"30.000.572";"20.000.083";"10.000.006"
"10.000.006";"20.000.084";"30.000.579";"30.000.581";"20.000.084";"10.000.006"
"10.000.006";"20.000.084";"30.000.579";"30.000.583";"20.000.084";"10.000.006"
"10.000.006";"20.000.084";"30.000.579";"30.000.584";"20.000.084";"10.000.006"
"10.000.006";"20.000.084";"30.000.579";"30.000.586";"20.000.084";"10.000.006"
"10.000.006";"20.000.084";"30.000.580";"30.000.578";"20.000.084";"10.000.006"
"10.000.006";"20.000.084";"30.000.580";"30.000.582";"20.000.084";"10.000.006"
"10.000.006";"20.000.084";"30.000.580";"30.000.585";"20.000.084";"10.000.006"
"10.000.006";"20.000.084";"30.000.580";"30.000.586";"20.000.084";"10.000.006"
"10.000.006";"20.000.084";"30.000.581";"30.000.448";"20.000.065";"10.000.005"
"10.000.006";"20.000.084";"30.000.581";"30.000.579";"20.000.084";"10.000.006"
"10.000.006";"20.000.084";"30.000.582";"30.000.580";"20.000.084";"10.000.006"
"10.000.006";"20.000.084";"30.000.582";"30.000.586";"20.000.084";"10.000.006"
"10.000.006";"20.000.084";"30.000.583";"30.000.579";"20.000.084";"10.000.006"
"10.000.006";"20.000.084";"30.000.583";"30.000.584";"20.000.084";"10.000.006"
"10.000.006";"20.000.084";"30.000.583";"30.000.663";"20.000.096";"10.000.008"
"10.000.006";"20.000.084";"30.000.584";"30.000.579";"20.000.084";"10.000.006"
"10.000.006";"20.000.084";"30.000.584";"30.000.583";"20.000.084";"10.000.006"
"10.000.006";"20.000.084";"30.000.585";"30.000.580";"20.000.084";"10.000.006"
"10.000.006";"20.000.084";"30.000.585";"30.000.586";"20.000.084";"10.000.006"
"10.000.006";"20.000.084";"30.000.585";"30.000.599";"20.000.087";"10.000.006"
"10.000.006";"20.000.084";"30.000.586";"30.000.579";"20.000.084";"10.000.006"
"10.000.006";"20.000.084";"30.000.586";"30.000.580";"20.000.084";"10.000.006"
"10.000.006";"20.000.084";"30.000.586";"30.000.582";"20.000.084";"10.000.006"
"10.000.006";"20.000.084";"30.000.586";"30.000.585";"20.000.084";"10.000.006"
"10.000.006";"20.000.085";"30.000.587";"30.000.588";"20.000.085";"10.000.006"
"10.000.006";"20.000.085";"30.000.587";"30.000.590";"20.000.085";"10.000.006"
"10.000.006";"20.000.085";"30.000.588";"30.000.558";"20.000.081";"10.000.006"
"10.000.006";"20.000.085";"30.000.588";"30.000.587";"20.000.085";"10.000.006"
"10.000.006";"20.000.085";"30.000.588";"30.000.589";"20.000.085";"10.000.006"
"10.000.006";"20.000.085";"30.000.588";"30.000.716";"20.000.105";"10.000.008"
"10.000.006";"20.000.085";"30.000.589";"30.000.588";"20.000.085";"10.000.006"
"10.000.006";"20.000.085";"30.000.589";"30.000.591";"20.000.085";"10.000.006"
"10.000.006";"20.000.085";"30.000.589";"30.000.592";"20.000.085";"10.000.006"
"10.000.006";"20.000.085";"30.000.590";"30.000.587";"20.000.085";"10.000.006"
"10.000.006";"20.000.085";"30.000.591";"30.000.589";"20.000.085";"10.000.006"
"10.000.006";"20.000.085";"30.000.592";"30.000.589";"20.000.085";"10.000.006"
"10.000.006";"20.000.086";"30.000.593";"30.000.559";"20.000.081";"10.000.006"
"10.000.006";"20.000.086";"30.000.593";"30.000.594";"20.000.086";"10.000.006"
"10.000.006";"20.000.086";"30.000.593";"30.000.595";"20.000.086";"10.000.006"
"10.000.006";"20.000.086";"30.000.594";"30.000.556";"20.000.080";"10.000.006"
"10.000.006";"20.000.086";"30.000.594";"30.000.593";"20.000.086";"10.000.006"
"10.000.006";"20.000.086";"30.000.594";"30.000.595";"20.000.086";"10.000.006"
"10.000.006";"20.000.086";"30.000.594";"30.000.597";"20.000.086";"10.000.006"
"10.000.006";"20.000.086";"30.000.595";"30.000.593";"20.000.086";"10.000.006"
"10.000.006";"20.000.086";"30.000.595";"30.000.594";"20.000.086";"10.000.006"
"10.000.006";"20.000.086";"30.000.595";"30.000.596";"20.000.086";"10.000.006"
"10.000.006";"20.000.086";"30.000.595";"30.000.597";"20.000.086";"10.000.006"
"10.000.006";"20.000.086";"30.000.596";"30.000.537";"20.000.077";"10.000.006"
"10.000.006";"20.000.086";"30.000.596";"30.000.595";"20.000.086";"10.000.006"
"10.000.006";"20.000.086";"30.000.596";"30.000.597";"20.000.086";"10.000.006"
"10.000.006";"20.000.086";"30.000.596";"30.000.598";"20.000.086";"10.000.006"
"10.000.006";"20.000.086";"30.000.597";"30.000.594";"20.000.086";"10.000.006"
"10.000.006";"20.000.086";"30.000.597";"30.000.595";"20.000.086";"10.000.006"
"10.000.006";"20.000.086";"30.000.597";"30.000.596";"20.000.086";"10.000.006"
"10.000.006";"20.000.086";"30.000.598";"30.000.533";"20.000.077";"10.000.006"
"10.000.006";"20.000.086";"30.000.598";"30.000.596";"20.000.086";"10.000.006"
"10.000.006";"20.000.087";"30.000.599";"30.000.585";"20.000.084";"10.000.006"
"10.000.006";"20.000.087";"30.000.599";"30.000.600";"20.000.087";"10.000.006"
"10.000.006";"20.000.087";"30.000.599";"30.000.602";"20.000.087";"10.000.006"
"10.000.006";"20.000.087";"30.000.600";"30.000.547";"20.000.079";"10.000.006"
"10.000.006";"20.000.087";"30.000.600";"30.000.599";"20.000.087";"10.000.006"
"10.000.006";"20.000.087";"30.000.600";"30.000.601";"20.000.087";"10.000.006"
"10.000.006";"20.000.087";"30.000.601";"30.000.600";"20.000.087";"10.000.006"
"10.000.006";"20.000.087";"30.000.601";"30.000.604";"20.000.087";"10.000.006"
"10.000.006";"20.000.087";"30.000.602";"30.000.599";"20.000.087";"10.000.006"
"10.000.006";"20.000.087";"30.000.602";"30.000.603";"20.000.087";"10.000.006"
"10.000.006";"20.000.087";"30.000.603";"30.000.439";"20.000.063";"10.000.005"
"10.000.006";"20.000.087";"30.000.603";"30.000.602";"20.000.087";"10.000.006"
"10.000.006";"20.000.087";"30.000.604";"30.000.601";"20.000.087";"10.000.006"
"10.000.006";"20.000.088";"30.000.605";"30.000.566";"20.000.082";"10.000.006"
"10.000.006";"20.000.088";"30.000.605";"30.000.606";"20.000.088";"10.000.006"
"10.000.006";"20.000.088";"30.000.606";"30.000.605";"20.000.088";"10.000.006"
"10.000.006";"20.000.088";"30.000.606";"30.000.607";"20.000.088";"10.000.006"
"10.000.006";"20.000.088";"30.000.607";"30.000.606";"20.000.088";"10.000.006"
"10.000.006";"20.000.088";"30.000.607";"30.000.608";"20.000.088";"10.000.006"
"10.000.006";"20.000.088";"30.000.607";"30.000.609";"20.000.088";"10.000.006"
"10.000.006";"20.000.088";"30.000.608";"30.000.607";"20.000.088";"10.000.006"
"10.000.006";"20.000.088";"30.000.608";"30.000.610";"20.000.088";"10.000.006"
"10.000.006";"20.000.088";"30.000.609";"30.000.607";"20.000.088";"10.000.006"
"10.000.006";"20.000.088";"30.000.610";"30.000.554";"20.000.080";"10.000.006"
"10.000.006";"20.000.088";"30.000.610";"30.000.608";"20.000.088";"10.000.006"
"10.000.007";"20.000.089";"30.000.611";"30.000.615";"20.000.089";"10.000.007"
"10.000.007";"20.000.089";"30.000.611";"30.000.616";"20.000.089";"10.000.007"
"10.000.007";"20.000.089";"30.000.611";"30.000.618";"20.000.090";"10.000.007"
"10.000.007";"20.000.089";"30.000.612";"30.000.615";"20.000.089";"10.000.007"
"10.000.007";"20.000.089";"30.000.612";"30.000.626";"20.000.091";"10.000.007"
"10.000.007";"20.000.089";"30.000.613";"30.000.614";"20.000.089";"10.000.007"
"10.000.007";"20.000.089";"30.000.613";"30.000.616";"20.000.089";"10.000.007"
"10.000.007";"20.000.089";"30.000.614";"30.000.613";"20.000.089";"10.000.007"
"10.000.007";"20.000.089";"30.000.614";"30.000.630";"20.000.092";"10.000.007"
"10.000.007";"20.000.089";"30.000.615";"30.000.611";"20.000.089";"10.000.007"
"10.000.007";"20.000.089";"30.000.615";"30.000.612";"20.000.089";"10.000.007"
"10.000.007";"20.000.089";"30.000.616";"30.000.611";"20.000.089";"10.000.007"
"10.000.007";"20.000.089";"30.000.616";"30.000.613";"20.000.089";"10.000.007"
"10.000.007";"20.000.090";"30.000.617";"30.000.620";"20.000.090";"10.000.007"
"10.000.007";"20.000.090";"30.000.617";"30.000.621";"20.000.090";"10.000.007"
"10.000.007";"20.000.090";"30.000.617";"30.000.622";"20.000.090";"10.000.007"
"10.000.007";"20.000.090";"30.000.617";"30.000.623";"20.000.090";"10.000.007"
"10.000.007";"20.000.090";"30.000.618";"30.000.611";"20.000.089";"10.000.007"
"10.000.007";"20.000.090";"30.000.618";"30.000.619";"20.000.090";"10.000.007"
"10.000.007";"20.000.090";"30.000.618";"30.000.621";"20.000.090";"10.000.007"
"10.000.007";"20.000.090";"30.000.619";"30.000.618";"20.000.090";"10.000.007"
"10.000.007";"20.000.090";"30.000.619";"30.000.620";"20.000.090";"10.000.007"
"10.000.007";"20.000.090";"30.000.619";"30.000.821";"20.000.120";"10.000.009"
"10.000.007";"20.000.090";"30.000.620";"30.000.617";"20.000.090";"10.000.007"
"10.000.007";"20.000.090";"30.000.620";"30.000.619";"20.000.090";"10.000.007"
"10.000.007";"20.000.090";"30.000.620";"30.000.623";"20.000.090";"10.000.007"
"10.000.007";"20.000.090";"30.000.621";"30.000.617";"20.000.090";"10.000.007"
"10.000.007";"20.000.090";"30.000.621";"30.000.618";"20.000.090";"10.000.007"
"10.000.007";"20.000.090";"30.000.622";"30.000.617";"20.000.090";"10.000.007"
"10.000.007";"20.000.090";"30.000.622";"30.000.762";"20.000.111";"10.000.009"
"10.000.007";"20.000.090";"30.000.623";"30.000.617";"20.000.090";"10.000.007"
"10.000.007";"20.000.090";"30.000.623";"30.000.620";"20.000.090";"10.000.007"
"10.000.007";"20.000.091";"30.000.624";"30.000.625";"20.000.091";"10.000.007"
"10.000.007";"20.000.091";"30.000.624";"30.000.628";"20.000.091";"10.000.007"
"10.000.007";"20.000.091";"30.000.624";"30.000.631";"20.000.092";"10.000.007"
"10.000.007";"20.000.091";"30.000.625";"30.000.624";"20.000.091";"10.000.007"
"10.000.007";"20.000.091";"30.000.625";"30.000.626";"20.000.091";"10.000.007"
"10.000.007";"20.000.091";"30.000.626";"30.000.612";"20.000.089";"10.000.007"
"10.000.007";"20.000.091";"30.000.626";"30.000.625";"20.000.091";"10.000.007"
"10.000.007";"20.000.091";"30.000.626";"30.000.627";"20.000.091";"10.000.007"
"10.000.007";"20.000.091";"30.000.626";"30.001.000";"20.000.146";"10.000.011"
"10.000.007";"20.000.091";"30.000.627";"30.000.626";"20.000.091";"10.000.007"
"10.000.007";"20.000.091";"30.000.627";"30.000.629";"20.000.091";"10.000.007"
"10.000.007";"20.000.091";"30.000.628";"30.000.624";"20.000.091";"10.000.007"
"10.000.007";"20.000.091";"30.000.629";"30.000.627";"20.000.091";"10.000.007"
"10.000.007";"20.000.092";"30.000.630";"30.000.614";"20.000.089";"10.000.007"
"10.000.007";"20.000.092";"30.000.630";"30.000.631";"20.000.092";"10.000.007"
"10.000.007";"20.000.092";"30.000.631";"30.000.624";"20.000.091";"10.000.007"
"10.000.007";"20.000.092";"30.000.631";"30.000.630";"20.000.092";"10.000.007"
"10.000.007";"20.000.092";"30.000.631";"30.000.632";"20.000.092";"10.000.007"
"10.000.007";"20.000.092";"30.000.632";"30.000.631";"20.000.092";"10.000.007"
"10.000.007";"20.000.092";"30.000.632";"30.000.633";"20.000.092";"10.000.007"
"10.000.007";"20.000.092";"30.000.632";"30.000.636";"20.000.092";"10.000.007"
"10.000.007";"20.000.092";"30.000.633";"30.000.632";"20.000.092";"10.000.007"
"10.000.007";"20.000.092";"30.000.633";"30.000.634";"20.000.092";"10.000.007"
"10.000.007";"20.000.092";"30.000.634";"30.000.633";"20.000.092";"10.000.007"
"10.000.007";"20.000.092";"30.000.634";"30.000.635";"20.000.092";"10.000.007"
"10.000.007";"20.000.092";"30.000.634";"30.000.636";"20.000.092";"10.000.007"
"10.000.007";"20.000.092";"30.000.635";"30.000.634";"20.000.092";"10.000.007"
"10.000.007";"20.000.092";"30.000.635";"30.000.637";"20.000.093";"10.000.007"
"10.000.007";"20.000.092";"30.000.636";"30.000.632";"20.000.092";"10.000.007"
"10.000.007";"20.000.092";"30.000.636";"30.000.634";"20.000.092";"10.000.007"
"10.000.007";"20.000.093";"30.000.637";"30.000.635";"20.000.092";"10.000.007"
"10.000.007";"20.000.093";"30.000.637";"30.000.638";"20.000.093";"10.000.007"
"10.000.007";"20.000.093";"30.000.638";"30.000.637";"20.000.093";"10.000.007"
"10.000.007";"20.000.093";"30.000.638";"30.000.639";"20.000.093";"10.000.007"
"10.000.007";"20.000.093";"30.000.638";"30.000.640";"20.000.093";"10.000.007"
"10.000.007";"20.000.093";"30.000.638";"30.000.641";"20.000.093";"10.000.007"
"10.000.007";"20.000.093";"30.000.639";"30.000.638";"20.000.093";"10.000.007"
"10.000.007";"20.000.093";"30.000.639";"30.000.641";"20.000.093";"10.000.007"
"10.000.007";"20.000.093";"30.000.639";"30.000.649";"20.000.095";"10.000.007"
"10.000.007";"20.000.093";"30.000.640";"30.000.638";"20.000.093";"10.000.007"
"10.000.007";"20.000.093";"30.000.640";"30.000.642";"20.000.093";"10.000.007"
"10.000.007";"20.000.093";"30.000.641";"30.000.638";"20.000.093";"10.000.007"
"10.000.007";"20.000.093";"30.000.641";"30.000.639";"20.000.093";"10.000.007"
"10.000.007";"20.000.093";"30.000.642";"30.000.640";"20.000.093";"10.000.007"
"10.000.007";"20.000.093";"30.000.642";"30.000.643";"20.000.094";"10.000.007"
"10.000.007";"20.000.094";"30.000.643";"30.000.642";"20.000.093";"10.000.007"
"10.000.007";"20.000.094";"30.000.643";"30.000.644";"20.000.094";"10.000.007"
"10.000.007";"20.000.094";"30.000.643";"30.000.645";"20.000.094";"10.000.007"
"10.000.007";"20.000.094";"30.000.644";"30.000.643";"20.000.094";"10.000.007"
"10.000.007";"20.000.094";"30.000.644";"30.000.646";"20.000.094";"10.000.007"
"10.000.007";"20.000.094";"30.000.645";"30.000.643";"20.000.094";"10.000.007"
"10.000.007";"20.000.094";"30.000.646";"30.000.644";"20.000.094";"10.000.007"
"10.000.007";"20.000.094";"30.000.646";"30.000.647";"20.000.094";"10.000.007"
"10.000.007";"20.000.094";"30.000.646";"30.000.648";"20.000.094";"10.000.007"
"10.000.007";"20.000.094";"30.000.647";"30.000.646";"20.000.094";"10.000.007"
"10.000.007";"20.000.094";"30.000.648";"30.000.646";"20.000.094";"10.000.007"
"10.000.007";"20.000.094";"30.000.648";"30.000.823";"20.000.120";"10.000.009"
"10.000.007";"20.000.095";"30.000.649";"30.000.639";"20.000.093";"10.000.007"
"10.000.007";"20.000.095";"30.000.649";"30.000.650";"20.000.095";"10.000.007"
"10.000.007";"20.000.095";"30.000.649";"30.000.651";"20.000.095";"10.000.007"
"10.000.007";"20.000.095";"30.000.650";"30.000.649";"20.000.095";"10.000.007"
"10.000.007";"20.000.095";"30.000.650";"30.000.652";"20.000.095";"10.000.007"
"10.000.007";"20.000.095";"30.000.650";"30.000.653";"20.000.095";"10.000.007"
"10.000.007";"20.000.095";"30.000.651";"30.000.649";"20.000.095";"10.000.007"
"10.000.007";"20.000.095";"30.000.651";"30.000.654";"20.000.095";"10.000.007"
"10.000.007";"20.000.095";"30.000.652";"30.000.650";"20.000.095";"10.000.007"
"10.000.007";"20.000.095";"30.000.653";"30.000.650";"20.000.095";"10.000.007"
"10.000.007";"20.000.095";"30.000.654";"30.000.651";"20.000.095";"10.000.007"
"10.000.008";"20.000.096";"30.000.655";"30.000.657";"20.000.096";"10.000.008"
"10.000.008";"20.000.096";"30.000.655";"30.000.658";"20.000.096";"10.000.008"
"10.000.008";"20.000.096";"30.000.655";"30.000.662";"20.000.096";"10.000.008"
"10.000.008";"20.000.096";"30.000.655";"30.000.671";"20.000.097";"10.000.008"
"10.000.008";"20.000.096";"30.000.656";"30.000.658";"20.000.096";"10.000.008"
"10.000.008";"20.000.096";"30.000.656";"30.000.661";"20.000.096";"10.000.008"
"10.000.008";"20.000.096";"30.000.656";"30.000.665";"20.000.096";"10.000.008"
"10.000.008";"20.000.096";"30.000.656";"30.000.668";"20.000.097";"10.000.008"
"10.000.008";"20.000.096";"30.000.656";"30.001.019";"20.000.149";"10.000.012"
"10.000.008";"20.000.096";"30.000.657";"30.000.655";"20.000.096";"10.000.008"
"10.000.008";"20.000.096";"30.000.657";"30.000.659";"20.000.096";"10.000.008"
"10.000.008";"20.000.096";"30.000.657";"30.001.001";"20.000.147";"10.000.012"
"10.000.008";"20.000.096";"30.000.657";"30.001.029";"20.000.151";"10.000.012"
"10.000.008";"20.000.096";"30.000.658";"30.000.655";"20.000.096";"10.000.008"
"10.000.008";"20.000.096";"30.000.658";"30.000.656";"20.000.096";"10.000.008"
"10.000.008";"20.000.096";"30.000.658";"30.000.659";"20.000.096";"10.000.008"
"10.000.008";"20.000.096";"30.000.658";"30.000.671";"20.000.097";"10.000.008"
"10.000.008";"20.000.096";"30.000.658";"30.000.721";"20.000.106";"10.000.008"
"10.000.008";"20.000.096";"30.000.659";"30.000.657";"20.000.096";"10.000.008"
"10.000.008";"20.000.096";"30.000.659";"30.000.658";"20.000.096";"10.000.008"
"10.000.008";"20.000.096";"30.000.659";"30.000.660";"20.000.096";"10.000.008"
"10.000.008";"20.000.096";"30.000.659";"30.000.691";"20.000.101";"10.000.008"
"10.000.008";"20.000.096";"30.000.660";"30.000.659";"20.000.096";"10.000.008"
"10.000.008";"20.000.096";"30.000.660";"30.000.665";"20.000.096";"10.000.008"
"10.000.008";"20.000.096";"30.000.661";"30.000.656";"20.000.096";"10.000.008"
"10.000.008";"20.000.096";"30.000.662";"30.000.655";"20.000.096";"10.000.008"
