"regionID";"constellationID";"solarSystemID";"solarSystemName";"x";"y";"z";"xMin";"xMax";"yMin";"yMax";"zMin";"zMax";"luminosity";"border";"fringe";"corridor";"hub";"international";"regional";"constellation";"security";"factionID";"radius";"sunTypeID";"securityClass";"allianceID"
"10.000.020";"20.000.256";"30.001.729";"Sinid";"-210.167.555.951.740.000,00";"58.628.113.355.821.800,00";"116.277.119.189.934.000,00";"-210.168.947.336.185.000,00";"-210.166.573.177.802.000,00";"58.627.986.264.750.500,00";"58.628.293.288.022.600,00";"116.275.566.388.021.000,00";"116.279.109.863.826.000,00";"0,09";"true";"false";"false";"true";"false";"false";"true";"0,73";"";"1.771.737.902.760,00";"3.797";"B1";""
"10.000.020";"20.000.256";"30.001.730";"Alra";"-215.773.062.109.866.000,00";"58.566.300.966.246.100,00";"119.132.385.311.779.000,00";"-215.778.995.642.807.000,00";"-215.772.579.744.523.000,00";"58.566.217.889.900.700,00";"58.567.326.426.410.200,00";"119.131.793.215.551.000,00";"119.133.987.944.076.000,00";"1,78";"false";"false";"false";"true";"false";"false";"false";"0,82";"";"3.207.949.142.048,00";"3.796";"B";""
"10.000.020";"20.000.256";"30.001.731";"Ilas";"-210.569.297.650.422.000,00";"63.352.673.223.700.700,00";"121.426.531.399.429.000,00";"-210.571.377.476.914.000,00";"-210.563.972.088.377.000,00";"63.351.700.088.072.200,00";"63.353.055.366.755.200,00";"121.422.755.485.587.000,00";"121.426.823.135.080.000,00";"0,13";"false";"false";"false";"true";"false";"false";"false";"0,83";"";"3.702.694.268.208,00";"7";"B";""
"10.000.020";"20.000.256";"30.001.732";"Zith";"-216.675.656.702.797.000,00";"57.730.245.525.694.000,00";"123.334.804.467.934.000,00";"-216.676.529.243.991.000,00";"-216.674.669.622.911.000,00";"57.730.168.865.693.600,00";"57.730.313.936.517.700,00";"123.331.734.994.346.000,00";"123.336.560.634.175.000,00";"0,02";"false";"false";"false";"true";"false";"false";"false";"0,87";"";"2.412.819.914.192,00";"3.800";"B";""
"10.000.020";"20.000.256";"30.001.733";"Tew";"-214.224.434.966.837.000,00";"64.667.393.822.909.400,00";"127.965.545.544.159.000,00";"-214.225.150.202.666.000,00";"-214.224.132.443.120.000,00";"64.667.350.100.197.100,00";"64.667.495.056.193.800,00";"127.964.787.021.293.000,00";"127.967.251.171.436.000,00";"0,03";"true";"false";"false";"true";"false";"false";"true";"0,95";"";"1.232.075.071.272,00";"8";"B";""
"10.000.020";"20.000.256";"30.001.734";"Zehru";"-213.599.737.219.208.000,00";"59.610.867.466.805.700,00";"133.556.691.172.969.000,00";"-213.602.042.227.459.000,00";"-213.596.332.947.007.000,00";"59.610.748.568.551.800,00";"59.611.043.240.182.300,00";"133.552.444.436.129.000,00";"133.558.220.312.418.000,00";"0,01";"true";"false";"false";"true";"false";"false";"true";"0,91";"";"2.887.938.144.560,00";"3.800";"B";""
"10.000.020";"20.000.257";"30.001.735";"Uhodoh";"-210.019.330.568.269.000,00";"55.216.703.607.478.600,00";"133.763.609.335.547.000,00";"-210.022.597.937.569.000,00";"-210.018.811.280.251.000,00";"55.216.702.462.551.800,00";"55.216.710.579.503.400,00";"133.763.021.594.542.000,00";"133.768.958.504.133.000,00";"0,28";"true";"false";"false";"true";"false";"false";"true";"0,80";"";"2.968.454.795.448,00";"3.802";"B";""
"10.000.020";"20.000.257";"30.001.736";"Esa";"-209.377.050.000.306.000,00";"54.028.130.837.363.500,00";"137.414.052.995.086.000,00";"-209.377.272.843.259.000,00";"-209.374.229.643.156.000,00";"54.028.128.549.788.100,00";"54.028.159.638.607.500,00";"137.413.465.580.315.000,00";"137.414.346.367.179.000,00";"0,01";"false";"false";"true";"false";"false";"false";"false";"0,76";"";"1.521.600.051.488,00";"3.800";"B";""
"10.000.020";"20.000.257";"30.001.737";"Hath";"-210.402.665.481.525.000,00";"57.929.182.881.285.400,00";"140.786.055.404.153.000,00";"-210.406.957.265.419.000,00";"-210.398.989.385.660.000,00";"57.928.790.650.971.900,00";"57.929.642.149.255.000,00";"140.781.507.459.719.000,00";"140.793.738.723.223.000,00";"1,22";"false";"false";"true";"false";"false";"false";"false";"0,80";"";"6.115.631.752.016,00";"3.797";"B";""
"10.000.020";"20.000.257";"30.001.738";"Judra";"-206.695.544.814.216.000,00";"56.101.066.139.317.300,00";"133.608.777.519.770.000,00";"-206.697.981.802.589.000,00";"-206.694.449.150.463.000,00";"56.101.015.890.143.200,00";"56.101.177.914.539.700,00";"133.605.624.167.510.000,00";"133.609.464.245.744.000,00";"0,65";"false";"false";"true";"false";"false";"false";"false";"0,76";"";"1.920.039.117.040,00";"3.796";"B";""
"10.000.020";"20.000.257";"30.001.739";"Sharios";"-210.241.977.630.423.000,00";"55.151.177.254.092.600,00";"147.857.262.533.250.000,00";"-210.242.078.760.453.000,00";"-210.239.683.207.208.000,00";"55.151.167.395.167.900,00";"55.151.400.882.905.100,00";"147.856.934.168.313.000,00";"147.859.098.283.887.000,00";"0,02";"false";"false";"true";"false";"false";"false";"false";"0,66";"";"1.197.776.622.304,00";"3.800";"B1";""
"10.000.020";"20.000.257";"30.001.740";"Arakor";"-203.389.062.320.886.000,00";"55.962.549.010.924.600,00";"134.390.278.712.969.000,00";"-203.393.809.865.773.000,00";"-203.386.557.291.146.000,00";"55.962.334.829.527.400,00";"55.962.954.834.333.000,00";"134.389.603.295.739.000,00";"134.392.588.705.130.000,00";"1,25";"false";"true";"false";"false";"false";"false";"false";"0,69";"";"3.626.287.313.632,00";"3.803";"B1";""
"10.000.020";"20.000.257";"30.001.741";"Ahteer";"-208.393.515.578.855.000,00";"62.061.542.182.792.600,00";"147.628.803.576.390.000,00";"-208.398.075.270.203.000,00";"-208.392.043.013.114.000,00";"62.061.272.496.367.400,00";"62.062.377.238.888.800,00";"147.626.715.897.967.000,00";"147.629.071.485.032.000,00";"0,85";"false";"true";"false";"false";"false";"false";"false";"0,70";"";"3.016.128.544.320,00";"6";"B1";""
"10.000.020";"20.000.257";"30.001.742";"Kari";"-206.065.829.709.481.000,00";"48.338.775.224.619.700,00";"142.638.519.570.595.000,00";"-206.067.879.939.449.000,00";"-206.065.167.332.515.000,00";"48.338.664.498.534.600,00";"48.339.117.948.534.400,00";"142.637.248.119.912.000,00";"142.642.106.679.937.000,00";"1,22";"true";"false";"true";"false";"false";"true";"true";"0,57";"";"2.429.280.012.792,00";"3.803";"B1";""
"10.000.021";"20.000.258";"30.001.743";"JUE-DX";"262.511.038.628.116.000,00";"-17.382.803.687.840.100,00";"-27.498.326.518.461.600,00";"262.510.310.988.666.000,00";"262.511.889.485.181.000,00";"-17.382.945.534.207.800,00";"-17.382.637.821.929.400,00";"-27.500.911.934.063.500,00";"-27.497.838.630.148.800,00";"0,01";"true";"false";"false";"true";"false";"true";"true";"0,00";"";"1.536.651.957.334,00";"3.800";"";""
"10.000.021";"20.000.258";"30.001.744";"HLR-GL";"259.762.233.173.330.000,00";"-15.528.412.406.608.100,00";"-14.022.441.855.259.700,00";"259.761.672.068.372.000,00";"259.765.069.017.410.000,00";"-15.528.582.559.879.900,00";"-15.528.378.738.785.000,00";"-14.023.520.143.680.400,00";"-14.018.741.003.626.100,00";"0,05";"false";"false";"false";"true";"false";"false";"false";"0,00";"";"2.389.570.027.181,00";"7";"";""
"10.000.021";"20.000.258";"30.001.745";"80G-H5";"274.765.661.228.621.000,00";"-24.958.851.761.172.400,00";"-22.070.877.683.951.500,00";"274.764.915.558.856.000,00";"274.774.999.548.206.000,00";"-24.958.974.408.675.200,00";"-24.957.315.801.339.300,00";"-22.075.318.062.252.300,00";"-22.069.596.163.109.300,00";"0,43";"true";"false";"false";"true";"false";"false";"true";"0,00";"";"5.041.994.674.976,00";"8";"";""
"10.000.021";"20.000.258";"30.001.746";"2EV-BA";"263.205.905.807.123.000,00";"-16.939.139.705.243.600,00";"-8.627.568.138.384.820,00";"263.202.247.469.441.000,00";"263.213.978.047.617.000,00";"-16.940.381.830.914.200,00";"-16.938.576.774.536.300,00";"-8.629.468.966.245.820,00";"-8.627.068.920.448.740,00";"3,28";"false";"false";"true";"false";"false";"false";"false";"0,01";"";"5.865.289.087.936,00";"3.803";"";""
"10.000.021";"20.000.258";"30.001.747";"M1-PX9";"280.264.772.930.924.000,00";"-35.197.489.189.827.800,00";"-25.423.275.983.939.600,00";"280.264.528.140.062.000,00";"280.268.395.743.774.000,00";"-35.197.521.677.699.100,00";"-35.197.008.402.376.400,00";"-25.424.559.267.808.300,00";"-25.420.989.981.254.400,00";"0,25";"false";"false";"true";"false";"false";"false";"false";"0,00";"";"1.933.801.855.792,00";"3.799";"";""
"10.000.021";"20.000.258";"30.001.748";"W9-TFD";"286.670.128.213.003.000,00";"-47.578.206.498.870.400,00";"-23.467.647.009.565.000,00";"286.668.321.285.895.000,00";"286.673.675.435.846.000,00";"-47.578.521.791.901.400,00";"-47.577.587.537.326.900,00";"-23.472.331.986.294.200,00";"-23.467.015.253.922.100,00";"0,32";"true";"false";"false";"true";"false";"false";"true";"0,00";"";"2.677.074.975.760,00";"6";"";""
"10.000.021";"20.000.259";"30.001.749";"QHH-13";"276.804.621.000.881.000,00";"-21.392.051.535.526.300,00";"-26.761.768.191.427.500,00";"276.802.968.703.323.000,00";"276.808.451.609.823.000,00";"-21.392.196.078.907.600,00";"-21.391.716.433.711.500,00";"-26.763.149.534.031.300,00";"-26.759.543.920.629.100,00";"0,08";"true";"false";"true";"false";"false";"false";"true";"0,00";"";"2.741.453.250.368,00";"3.798";"";""
"10.000.021";"20.000.259";"30.001.750";"J4AQ-O";"278.838.401.566.073.000,00";"-20.744.011.808.135.500,00";"-22.459.478.247.402.900,00";"278.835.230.190.677.000,00";"278.838.838.924.897.000,00";"-20.744.025.586.066.900,00";"-20.743.911.912.372.400,00";"-22.460.465.190.220.000,00";"-22.457.475.016.199.600,00";"0,12";"false";"false";"false";"true";"false";"false";"false";"0,00";"";"1.804.367.110.336,00";"3.802";"";""
"10.000.021";"20.000.259";"30.001.751";"O-O2GN";"286.136.669.854.281.000,00";"-37.057.927.227.579.400,00";"-12.899.765.894.458.800,00";"286.133.021.514.871.000,00";"286.138.063.085.809.000,00";"-37.058.101.546.649.800,00";"-37.057.470.748.014.200,00";"-12.903.620.487.536.000,00";"-12.896.976.304.126.500,00";"0,31";"false";"false";"false";"true";"false";"false";"false";"0,00";"";"3.322.091.704.767,00";"6";"";""
"10.000.021";"20.000.259";"30.001.752";"I-HRX3";"295.031.752.513.660.000,00";"-42.814.109.556.869.600,00";"-15.995.036.596.069.100,00";"295.030.242.652.361.000,00";"295.031.858.153.008.000,00";"-42.814.375.960.181.200,00";"-42.814.090.913.549.700,00";"-15.995.036.964.369.100,00";"-15.991.815.819.659.500,00";"0,05";"false";"true";"false";"false";"false";"false";"false";"0,00";"";"1.610.572.354.826,00";"7";"";""
"10.000.021";"20.000.259";"30.001.753";"XUPK-Z";"279.401.404.948.516.000,00";"-27.949.197.551.526.500,00";"785.595.785.642.374,00";"279.400.396.736.672.000,00";"279.402.130.240.936.000,00";"-27.949.233.758.436.900,00";"-27.949.171.503.669.800,00";"784.008.449.563.591,00";"785.991.746.726.080,00";"0,01";"false";"true";"false";"false";"false";"false";"false";"0,02";"";"991.648.581.244,50";"3.798";"";""
"10.000.021";"20.000.259";"30.001.754";"M4U-EH";"278.735.199.973.778.000,00";"-15.085.506.136.765.300,00";"-19.349.150.876.351.600,00";"278.734.781.283.165.000,00";"278.737.765.450.667.000,00";"-15.085.549.920.788.500,00";"-15.085.237.860.809.000,00";"-19.350.299.353.611.700,00";"-19.349.107.417.525.100,00";"1,70";"false";"true";"false";"false";"false";"false";"false";"0,00";"";"1.492.083.751.328,00";"3.796";"";""
"10.000.021";"20.000.260";"30.001.755";"WK2F-Y";"295.804.072.384.610.000,00";"-46.860.489.009.991.900,00";"-31.946.255.920.829.500,00";"295.803.756.702.792.000,00";"295.806.198.401.856.000,00";"-46.860.512.095.270.500,00";"-46.860.333.593.901.800,00";"-31.947.125.681.629.500,00";"-31.946.185.762.564.400,00";"0,04";"true";"false";"false";"true";"false";"false";"true";"0,00";"";"1.220.849.532.192,00";"3.798";"";""
"10.000.021";"20.000.260";"30.001.756";"WIO-OL";"293.971.986.633.694.000,00";"-50.394.370.157.183.400,00";"-35.489.462.767.581.500,00";"293.971.682.436.640.000,00";"293.974.319.869.816.000,00";"-50.394.385.788.330.300,00";"-50.394.250.262.983.600,00";"-35.493.420.309.464.800,00";"-35.489.462.353.281.500,00";"0,04";"false";"false";"true";"false";"false";"false";"false";"0,00";"";"1.978.978.091.650,00";"3.800";"";""
"10.000.021";"20.000.260";"30.001.757";"1-10QG";"301.065.470.239.694.000,00";"-67.245.870.784.573.200,00";"-29.963.176.779.522.600,00";"301.058.703.448.116.000,00";"301.068.467.825.152.000,00";"-67.246.344.018.960.900,00";"-67.245.661.150.819.800,00";"-29.968.466.349.435.500,00";"-29.961.857.092.224.000,00";"4,31";"false";"false";"true";"false";"false";"false";"false";"0,00";"";"4.882.188.517.824,00";"3.796";"";""
"10.000.021";"20.000.260";"30.001.758";"YQM-P1";"300.100.813.440.731.000,00";"-48.633.555.811.486.400,00";"-32.992.058.539.816.700,00";"300.096.996.445.705.000,00";"300.100.887.462.326.000,00";"-48.633.567.413.576.600,00";"-48.632.958.105.939.400,00";"-32.998.891.034.897.600,00";"-32.991.015.220.202.000,00";"1,08";"false";"false";"true";"false";"false";"false";"false";"0,00";"";"3.937.907.347.804,00";"6";"";""
"10.000.021";"20.000.260";"30.001.759";"6-GRN7";"297.437.288.343.622.000,00";"-69.987.536.437.191.100,00";"-28.509.083.045.124.000,00";"297.432.834.424.988.000,00";"297.444.534.460.324.000,00";"-69.988.423.760.217.700,00";"-69.986.092.847.675.000,00";"-28.515.006.477.700.400,00";"-28.507.544.905.307.700,00";"0,12";"false";"false";"true";"false";"false";"false";"false";"0,00";"";"5.850.017.668.448,00";"7";"";""
"10.000.021";"20.000.260";"30.001.760";"TFPT-U";"295.235.595.521.435.000,00";"-69.469.864.137.754.600,00";"-17.010.650.468.848.500,00";"295.235.378.480.595.000,00";"295.236.615.338.266.000,00";"-69.470.041.522.193.900,00";"-69.469.826.384.352.700,00";"-17.015.152.404.072.400,00";"-17.009.942.827.471.200,00";"0,18";"false";"false";"true";"false";"false";"false";"false";"0,00";"";"2.604.788.300.591,00";"8";"";""
"10.000.021";"20.000.260";"30.001.761";"D-JVGJ";"307.104.602.591.790.000,00";"-44.876.345.315.010.900,00";"-41.181.477.873.992.900,00";"307.097.441.046.823.000,00";"307.105.593.808.470.000,00";"-44.876.426.847.277.200,00";"-44.875.756.243.424.200,00";"-41.181.658.244.580.000,00";"-41.178.134.213.673.400,00";"0,11";"true";"false";"false";"true";"false";"false";"true";"0,00";"";"4.076.380.823.584,00";"3.800";"";""
"10.000.021";"20.000.261";"30.001.762";"K4UV-G";"308.570.524.268.010.000,00";"-39.472.705.447.819.000,00";"-52.237.904.828.460.900,00";"308.569.276.764.616.000,00";"308.573.019.722.536.000,00";"-39.472.773.292.545.900,00";"-39.472.569.735.452.800,00";"-52.238.671.982.679.100,00";"-52.236.402.472.084.500,00";"0,05";"true";"false";"false";"true";"false";"false";"true";"0,00";"";"1.871.478.959.872,00";"6";"";""
"10.000.021";"20.000.261";"30.001.763";"Q7E-DU";"312.328.333.483.135.000,00";"-38.640.322.588.438.000,00";"-50.264.413.474.139.700,00";"312.323.499.994.495.000,00";"312.330.719.943.630.000,00";"-38.640.942.696.426.400,00";"-38.640.016.419.390.300,00";"-50.265.239.040.819.400,00";"-50.263.288.465.700.200,00";"0,58";"false";"false";"false";"true";"false";"false";"false";"0,00";"";"3.609.974.567.360,00";"3.799";"";""
"10.000.021";"20.000.261";"30.001.764";"9Z-XJN";"317.223.420.127.618.000,00";"-37.142.150.430.882.800,00";"-43.819.235.678.568.500,00";"317.219.607.745.025.000,00";"317.224.860.480.098.000,00";"-37.142.330.936.256.000,00";"-37.142.082.232.083.700,00";"-43.823.746.204.455.200,00";"-43.817.515.317.928.600,00";"0,87";"false";"false";"false";"true";"false";"false";"false";"0,00";"";"3.115.443.263.284,00";"3.801";"";""
"10.000.021";"20.000.261";"30.001.765";"ZEZ1-9";"307.653.628.000.126.000,00";"-24.431.100.507.423.500,00";"-58.088.205.781.301.000,00";"307.652.141.813.889.000,00";"307.653.908.230.886.000,00";"-24.431.206.448.270.700,00";"-24.431.080.532.525.300,00";"-58.088.766.524.083.100,00";"-58.087.655.193.203.500,00";"0,04";"true";"false";"true";"false";"false";"false";"true";"0,00";"";"883.208.498.656,00";"3.797";"";""
"10.000.021";"20.000.261";"30.001.766";"QFRV-2";"310.705.858.495.009.000,00";"-30.959.386.115.191.200,00";"-41.814.647.009.687.200,00";"310.704.442.720.606.000,00";"310.709.057.356.209.000,00";"-30.959.671.876.581.400,00";"-30.958.740.453.973.300,00";"-41.815.215.018.724.700,00";"-41.813.958.222.820.100,00";"1,17";"false";"true";"false";"false";"false";"false";"false";"0,00";"";"2.307.317.801.664,00";"3.803";"";""
"10.000.021";"20.000.261";"30.001.767";"HZID-J";"317.468.520.231.306.000,00";"-39.323.162.932.689.600,00";"-59.731.993.503.131.600,00";"317.467.127.366.495.000,00";"317.470.812.041.516.000,00";"-39.323.297.417.741.400,00";"-39.323.081.198.778.000,00";"-59.733.066.141.159.800,00";"-59.731.625.448.679.000,00";"0,18";"true";"false";"true";"false";"false";"false";"true";"0,00";"";"1.842.337.510.528,00";"3.803";"";""
"10.000.021";"20.000.262";"30.001.768";"8-AA98";"325.287.740.268.444.000,00";"-29.069.446.074.419.400,00";"-72.636.286.605.890.400,00";"325.287.738.228.444.000,00";"325.298.542.873.406.000,00";"-29.070.926.102.321.600,00";"-29.069.444.034.419.400,00";"-72.645.932.333.896.600,00";"-72.630.332.131.573.900,00";"3,61";"true";"false";"false";"true";"false";"false";"true";"0,00";"";"7.800.101.161.352,00";"3.798";"";""
"10.000.021";"20.000.262";"30.001.769";"EZWQ-X";"324.802.778.125.274.000,00";"-18.582.992.493.492.300,00";"-78.412.449.118.095.500,00";"324.800.952.269.049.000,00";"324.806.121.135.807.000,00";"-18.583.446.595.247.300,00";"-18.582.744.475.298.600,00";"-78.415.986.101.408.200,00";"-78.410.794.841.698.600,00";"0,18";"false";"false";"true";"false";"false";"false";"false";"0,00";"";"2.595.629.854.784,00";"3.797";"";""
"10.000.021";"20.000.262";"30.001.770";"2ULC-J";"322.708.524.428.015.000,00";"-19.183.665.236.813.800,00";"-83.992.154.878.379.100,00";"322.705.956.674.346.000,00";"322.712.029.871.220.000,00";"-19.183.930.326.898.200,00";"-19.183.471.055.986.900,00";"-83.995.084.531.581.300,00";"-83.990.009.261.188.800,00";"0,08";"false";"false";"true";"false";"false";"false";"false";"0,00";"";"3.036.598.436.896,00";"3.798";"";""
"10.000.021";"20.000.262";"30.001.771";"T0DT-T";"322.053.972.670.488.000,00";"-11.648.871.084.973.200,00";"-88.148.284.868.386.700,00";"322.053.528.833.367.000,00";"322.061.488.578.616.000,00";"-11.648.918.485.332.100,00";"-11.648.068.409.250.300,00";"-88.159.556.777.439.500,00";"-88.143.502.799.506.400,00";"9,45";"false";"false";"true";"false";"false";"false";"false";"0,00";"";"8.026.988.966.528,00";"10";"";""
"10.000.021";"20.000.262";"30.001.772";"QG3-Z0";"332.643.126.975.538.000,00";"-29.441.291.460.630.400,00";"-75.475.713.475.997.500,00";"332.640.048.421.274.000,00";"332.645.294.677.899.000,00";"-29.441.427.106.993.800,00";"-29.441.098.818.335.900,00";"-75.479.881.587.370.100,00";"-75.475.308.874.999.000,00";"1,79";"false";"false";"true";"false";"false";"false";"false";"0,00";"";"2.623.128.312.800,00";"3.796";"";""
"10.000.021";"20.000.262";"30.001.773";"RT64-C";"336.522.971.264.518.000,00";"-31.313.585.931.437.800,00";"-73.130.621.349.994.400,00";"336.521.742.858.678.000,00";"336.523.087.353.027.000,00";"-31.313.605.143.602.900,00";"-31.313.382.697.083.700,00";"-73.131.066.504.364.000,00";"-73.129.705.784.178.800,00";"0,54";"false";"true";"false";"false";"false";"false";"false";"0,00";"";"680.360.092.584,00";"3.797";"";""
"10.000.021";"20.000.263";"30.001.774";"2ID-87";"284.561.190.286.507.000,00";"39.815.651.513.736.800,00";"-134.739.610.364.312.000,00";"284.560.058.380.971.000,00";"284.562.528.933.573.000,00";"39.815.448.222.814.700,00";"39.815.823.411.532.400,00";"-134.742.944.221.764.000,00";"-134.738.843.155.892.000,00";"0,27";"true";"false";"false";"true";"false";"true";"true";"0,00";"";"2.050.532.936.200,00";"3.802";"";""
"10.000.021";"20.000.263";"30.001.775";"FVQF-W";"286.084.642.362.152.000,00";"34.989.765.598.750.300,00";"-128.859.517.933.756.000,00";"286.084.416.823.816.000,00";"286.087.920.292.526.000,00";"34.989.739.596.509.000,00";"34.990.143.494.950.900,00";"-128.859.666.379.957.000,00";"-128.858.129.901.998.000,00";"0,18";"false";"false";"true";"false";"false";"false";"false";"0,00";"";"1.751.734.354.656,00";"3.797";"";""
"10.000.021";"20.000.263";"30.001.776";"8K-QCZ";"290.180.218.295.730.000,00";"40.119.247.429.400.700,00";"-137.673.557.768.708.000,00";"290.178.388.289.518.000,00";"290.185.064.665.765.000,00";"40.118.886.876.805.400,00";"40.120.202.275.282.000,00";"-137.676.757.273.943.000,00";"-137.672.524.343.736.000,00";"0,83";"false";"false";"false";"true";"false";"false";"false";"0,00";"";"3.338.188.123.488,00";"6";"";""
"10.000.021";"20.000.263";"30.001.777";"JBUH-H";"291.491.499.433.315.000,00";"48.968.557.280.226.800,00";"-139.356.903.158.164.000,00";"291.490.641.416.747.000,00";"291.492.829.299.007.000,00";"48.968.388.428.720.400,00";"48.968.818.989.093.000,00";"-139.359.729.336.068.000,00";"-139.356.019.680.117.000,00";"0,07";"true";"false";"false";"true";"false";"false";"true";"0,00";"";"1.854.827.975.328,00";"8";"";""
"10.000.021";"20.000.263";"30.001.778";"XDTW-F";"293.497.500.613.383.000,00";"43.480.970.509.633.400,00";"-139.815.616.137.664.000,00";"293.494.488.980.885.000,00";"293.498.956.484.718.000,00";"43.480.847.328.718.600,00";"43.481.225.321.031.000,00";"-139.816.661.812.302.000,00";"-139.815.223.525.082.000,00";"0,10";"false";"false";"true";"false";"false";"false";"false";"0,00";"";"2.233.751.916.320,00";"3.802";"";""
"10.000.021";"20.000.263";"30.001.779";"0-4VQL";"286.608.772.262.100.000,00";"30.834.283.640.747.400,00";"-119.202.907.871.186.000,00";"286.608.162.089.460.000,00";"286.610.744.766.088.000,00";"30.834.240.884.304.300,00";"30.834.421.857.327.400,00";"-119.204.150.046.012.000,00";"-119.201.825.669.580.000,00";"0,03";"false";"false";"true";"false";"false";"false";"false";"0,00";"";"1.291.338.313.888,00";"3.798";"";""
"10.000.021";"20.000.263";"30.001.780";"SN-DZ6";"295.231.652.261.540.000,00";"30.288.139.062.194.000,00";"-112.456.821.070.481.000,00";"295.226.771.024.835.000,00";"295.231.920.440.411.000,00";"30.288.114.835.670.700,00";"30.288.580.013.401.600,00";"-112.459.200.613.463.000,00";"-112.456.629.465.236.000,00";"0,03";"false";"false";"false";"true";"false";"false";"false";"0,00";"";"2.574.707.787.904,00";"3.800";"";""
"10.000.021";"20.000.263";"30.001.781";"DJ-GBH";"300.878.665.646.776.000,00";"25.554.816.765.294.500,00";"-110.740.620.084.431.000,00";"300.876.472.400.953.000,00";"300.880.569.789.388.000,00";"25.554.604.996.872.400,00";"25.555.060.683.005.300,00";"-110.741.035.210.944.000,00";"-110.736.134.742.367.000,00";"0,52";"true";"false";"false";"true";"false";"false";"true";"0,00";"";"2.450.234.288.784,00";"3.797";"";""
"10.000.021";"20.000.263";"30.001.782";"I0N-BM";"291.831.473.198.703.000,00";"35.072.833.516.653.300,00";"-109.615.172.438.459.000,00";"291.830.225.536.661.000,00";"291.831.601.422.136.000,00";"35.072.823.319.176.100,00";"35.072.932.739.039.000,00";"-109.617.905.825.419.000,00";"-109.614.570.748.620.000,00";"0,01";"false";"true";"false";"false";"false";"false";"false";"0,00";"";"1.667.538.399.784,00";"3.800";"";""
"10.000.021";"20.000.264";"30.001.783";"QOK-SX";"301.054.699.842.553.000,00";"18.544.930.182.435.800,00";"-109.872.050.824.031.000,00";"301.050.997.099.738.000,00";"301.054.818.324.050.000,00";"18.544.301.244.074.700,00";"18.544.950.310.700.400,00";"-109.873.290.094.642.000,00";"-109.869.690.181.489.000,00";"0,30";"true";"false";"false";"true";"false";"false";"true";"0,00";"";"1.910.612.155.968,00";"3.799";"";""
"10.000.021";"20.000.264";"30.001.784";"24I-FE";"301.058.142.838.512.000,00";"15.302.285.821.508.500,00";"-104.253.089.026.351.000,00";"301.055.536.562.702.000,00";"301.062.415.273.455.000,00";"15.302.009.082.015.500,00";"15.302.454.632.926.500,00";"-104.254.603.936.231.000,00";"-104.251.849.708.194.000,00";"1,56";"false";"false";"true";"false";"false";"false";"false";"0,00";"";"3.439.355.376.832,00";"10";"";""
"10.000.021";"20.000.264";"30.001.785";"4H-YJZ";"301.120.911.300.293.000,00";"10.350.894.668.365.300,00";"-107.377.578.292.673.000,00";"301.119.696.824.722.000,00";"301.121.111.014.155.000,00";"10.350.862.865.109.300,00";"10.351.088.066.144.800,00";"-107.381.398.035.631.000,00";"-107.374.727.211.354.000,00";"0,12";"false";"true";"false";"false";"false";"false";"false";"0,00";"";"3.335.412.138.592,00";"3.802";"";""
"10.000.021";"20.000.264";"30.001.786";"2-84WC";"303.841.554.815.053.000,00";"6.623.599.850.195.940,00";"-100.928.111.466.052.000,00";"303.838.186.941.635.000,00";"303.849.337.790.795.000,00";"6.623.459.554.767.890,00";"6.623.924.065.443.290,00";"-100.930.470.863.081.000,00";"-100.924.087.079.330.000,00";"4,37";"false";"true";"false";"false";"false";"false";"false";"0,00";"";"5.575.424.580.128,00";"3.796";"";""
"10.000.021";"20.000.264";"30.001.787";"V-SEE6";"301.226.790.778.128.000,00";"22.448.669.812.928.900,00";"-115.074.226.208.892.000,00";"301.222.493.749.025.000,00";"301.228.946.279.128.000,00";"22.448.487.871.141.000,00";"22.449.032.516.688.100,00";"-115.076.590.869.754.000,00";"-115.073.974.231.461.000,00";"0,79";"false";"false";"true";"false";"false";"false";"false";"0,00";"";"3.226.265.051.840,00";"3.801";"";""
"10.000.021";"20.000.264";"30.001.788";"U-FQ21";"306.141.682.004.242.000,00";"24.930.986.249.016.200,00";"-118.171.951.332.322.000,00";"306.141.085.708.268.000,00";"306.142.170.974.016.000,00";"24.930.909.871.927.600,00";"24.931.048.878.320.000,00";"-118.172.916.480.057.000,00";"-118.171.639.339.387.000,00";"0,01";"false";"true";"false";"false";"false";"false";"false";"0,00";"";"638.570.334.936,00";"3.797";"";""
"10.000.021";"20.000.265";"30.001.789";"NHKO-4";"295.627.655.633.623.000,00";"61.949.686.525.691.000,00";"-148.999.189.475.472.000,00";"295.622.903.501.305.000,00";"295.627.815.239.867.000,00";"61.949.678.292.073.500,00";"61.949.931.641.018.300,00";"-149.000.134.014.472.000,00";"-148.998.735.125.340.000,00";"0,04";"true";"false";"false";"true";"false";"false";"true";"0,00";"";"2.455.869.281.248,00";"3.800";"";""
"10.000.021";"20.000.265";"30.001.790";"KGCF-5";"299.825.226.639.505.000,00";"63.313.198.946.820.400,00";"-147.403.096.073.486.000,00";"299.821.365.902.355.000,00";"299.827.810.399.050.000,00";"63.312.963.814.803.200,00";"63.313.356.308.213.700,00";"-147.404.394.261.408.000,00";"-147.401.868.479.600.000,00";"0,09";"false";"false";"false";"true";"false";"false";"false";"0,00";"";"3.222.248.347.552,00";"3.798";"";""
